Year,Geographical Location,Income decile,Income,Income range
1992,Nova Scotia,Fourth decile,36500,NA
1992,Nova Scotia,Fifth decile,46400,NA
1992,Nova Scotia,Sixth decile,58100,NA
1992,Nova Scotia,Seventh decile,70800,NA
1992,Nova Scotia,Eighth decile,85200,NA
1992,Nova Scotia,Ninth decile,104200,NA
1992,Nova Scotia,Highest decile,166400,NA
1992,New Brunswick,Total deciles,60100,145200
1992,New Brunswick,Lowest decile,11100,NA
1992,New Brunswick,Second decile,19200,NA
1992,New Brunswick,Third decile,26600,NA
1992,New Brunswick,Fourth decile,35000,NA
1992,New Brunswick,Fifth decile,45300,NA
1992,New Brunswick,Sixth decile,55200,NA
1992,New Brunswick,Seventh decile,67500,NA
1992,New Brunswick,Eighth decile,82200,NA
1992,New Brunswick,Ninth decile,102200,NA
1992,New Brunswick,Highest decile,156300,NA
1992,Quebec,Total deciles,62300,153300
1992,Quebec,Lowest decile,10400,NA
1992,Quebec,Second decile,18700,NA
1992,Quebec,Third decile,26000,NA
1992,Quebec,Fourth decile,35700,NA
1992,Quebec,Fifth decile,45900,NA
1992,Quebec,Sixth decile,57500,NA
1992,Quebec,Seventh decile,70700,NA
1992,Quebec,Eighth decile,86400,NA
1992,Quebec,Ninth decile,108500,NA
1992,Quebec,Highest decile,163700,NA
1992,Ontario,Total deciles,78400,202800
1992,Ontario,Lowest decile,10800,NA
1992,Ontario,Second decile,24000,NA
1992,Ontario,Third decile,34300,NA
1992,Ontario,Fourth decile,45800,NA
1992,Ontario,Fifth decile,59000,NA
1992,Ontario,Sixth decile,72500,NA
1992,Ontario,Seventh decile,87500,NA
1992,Ontario,Eighth decile,105200,NA
1992,Ontario,Ninth decile,131500,NA
1992,Ontario,Highest decile,213600,NA
1992,Prairie provinces,Total deciles,67100,179000
1992,Prairie provinces,Lowest decile,9400,NA
1992,Prairie provinces,Second decile,19800,NA
1992,Prairie provinces,Third decile,28300,NA
1992,Prairie provinces,Fourth decile,37400,NA
1992,Prairie provinces,Fifth decile,47800,NA
1992,Prairie provinces,Sixth decile,60000,NA
1992,Prairie provinces,Seventh decile,74100,NA
1992,Prairie provinces,Eighth decile,91300,NA
1992,Prairie provinces,Ninth decile,114100,NA
1992,Prairie provinces,Highest decile,188400,NA
1992,Manitoba,Total deciles,63700,163200
1992,Manitoba,Lowest decile,10000,NA
1992,Manitoba,Second decile,19200,NA
1992,Manitoba,Third decile,27300,NA
1992,Manitoba,Fourth decile,36300,NA
1992,Manitoba,Fifth decile,45600,NA
1992,Manitoba,Sixth decile,57400,NA
1992,Manitoba,Seventh decile,70900,NA
1992,Manitoba,Eighth decile,87700,NA
1992,Manitoba,Ninth decile,109100,NA
1992,Manitoba,Highest decile,173200,NA
1992,Saskatchewan,Total deciles,61600,164600
1992,Saskatchewan,Lowest decile,8600,NA
1992,Saskatchewan,Second decile,18700,NA
1992,Saskatchewan,Third decile,25400,NA
1992,Saskatchewan,Fourth decile,34000,NA
1992,Saskatchewan,Fifth decile,44200,NA
1992,Saskatchewan,Sixth decile,55200,NA
1992,Saskatchewan,Seventh decile,68300,NA
1992,Saskatchewan,Eighth decile,83500,NA
1992,Saskatchewan,Ninth decile,104800,NA
1992,Saskatchewan,Highest decile,173200,NA
1992,Alberta,Total deciles,70500,190000
1992,Alberta,Lowest decile,9500,NA
1992,Alberta,Second decile,20700,NA
1992,Alberta,Third decile,29800,NA
1992,Alberta,Fourth decile,39300,NA
1992,Alberta,Fifth decile,50300,NA
1992,Alberta,Sixth decile,62800,NA
1992,Alberta,Seventh decile,78000,NA
1992,Alberta,Eighth decile,96000,NA
1992,Alberta,Ninth decile,119300,NA
1992,Alberta,Highest decile,199500,NA
1992,British Columbia,Total deciles,72200,194300
1992,British Columbia,Lowest decile,9900,NA
1992,British Columbia,Second decile,21100,NA
1992,British Columbia,Third decile,30800,NA
1992,British Columbia,Fourth decile,40600,NA
1992,British Columbia,Fifth decile,52300,NA
1992,British Columbia,Sixth decile,64200,NA
1992,British Columbia,Seventh decile,79200,NA
1992,British Columbia,Eighth decile,97000,NA
1992,British Columbia,Ninth decile,122400,NA
1992,British Columbia,Highest decile,204200,NA
1993,Canada,Total deciles,68400,173000
1993,Canada,Lowest decile,10500,NA
1993,Canada,Second decile,20800,NA
1993,Canada,Third decile,29500,NA
1993,Canada,Fourth decile,39200,NA
1993,Canada,Fifth decile,50200,NA
1993,Canada,Sixth decile,62600,NA
1993,Canada,Seventh decile,76800,NA
1993,Canada,Eighth decile,93600,NA
1993,Canada,Ninth decile,117100,NA
1993,Canada,Highest decile,183500,NA
1993,Atlantic provinces,Total deciles,59300,136800
1993,Atlantic provinces,Lowest decile,10900,NA
1993,Atlantic provinces,Second decile,19600,NA
1993,Atlantic provinces,Third decile,27600,NA
1993,Atlantic provinces,Fourth decile,36400,NA
1993,Atlantic provinces,Fifth decile,45800,NA
1993,Atlantic provinces,Sixth decile,56500,NA
1993,Atlantic provinces,Seventh decile,67800,NA
1993,Atlantic provinces,Eighth decile,81500,NA
1993,Atlantic provinces,Ninth decile,99500,NA
1993,Atlantic provinces,Highest decile,147700,NA
1993,Newfoundland and Labrador,Total deciles,58000,130700
1993,Newfoundland and Labrador,Lowest decile,10000,NA
1993,Newfoundland and Labrador,Second decile,19500,NA
1993,Newfoundland and Labrador,Third decile,27400,NA
1993,Newfoundland and Labrador,Fourth decile,36200,NA
1993,Newfoundland and Labrador,Fifth decile,46100,NA
1993,Newfoundland and Labrador,Sixth decile,55600,NA
1993,Newfoundland and Labrador,Seventh decile,66500,NA
1993,Newfoundland and Labrador,Eighth decile,80300,NA
1993,Newfoundland and Labrador,Ninth decile,98100,NA
1993,Newfoundland and Labrador,Highest decile,140700,NA
1993,Prince Edward Island,Total deciles,57600,127300
1993,Prince Edward Island,Lowest decile,12400,NA
1993,Prince Edward Island,Second decile,20300,NA
1993,Prince Edward Island,Third decile,28700,NA
1993,Prince Edward Island,Fourth decile,37800,NA
1993,Prince Edward Island,Fifth decile,45900,NA
1993,Prince Edward Island,Sixth decile,54900,NA
1993,Prince Edward Island,Seventh decile,65700,NA
1993,Prince Edward Island,Eighth decile,77100,NA
1993,Prince Edward Island,Ninth decile,93700,NA
1993,Prince Edward Island,Highest decile,139700,NA
1993,Nova Scotia,Total deciles,60500,142500
1993,Nova Scotia,Lowest decile,11400,NA
1993,Nova Scotia,Second decile,20400,NA
1993,Nova Scotia,Third decile,28000,NA
1993,Nova Scotia,Fourth decile,36600,NA
1993,Nova Scotia,Fifth decile,45900,NA
1993,Nova Scotia,Sixth decile,56900,NA
1993,Nova Scotia,Seventh decile,68500,NA
1993,Nova Scotia,Eighth decile,82700,NA
1993,Nova Scotia,Ninth decile,100400,NA
1993,Nova Scotia,Highest decile,153900,NA
1993,New Brunswick,Total deciles,59100,135400
1993,New Brunswick,Lowest decile,10700,NA
1993,New Brunswick,Second decile,18700,NA
1993,New Brunswick,Third decile,26900,NA
1993,New Brunswick,Fourth decile,36000,NA
1993,New Brunswick,Fifth decile,45400,NA
1993,New Brunswick,Sixth decile,57000,NA
1993,New Brunswick,Seventh decile,68300,NA
1993,New Brunswick,Eighth decile,81700,NA
1993,New Brunswick,Ninth decile,100400,NA
1993,New Brunswick,Highest decile,146100,NA
1993,Quebec,Total deciles,60500,148400
1993,Quebec,Lowest decile,9900,NA
1993,Quebec,Second decile,18900,NA
1993,Quebec,Third decile,26100,NA
1993,Quebec,Fourth decile,35100,NA
1993,Quebec,Fifth decile,44700,NA
1993,Quebec,Sixth decile,55500,NA
1993,Quebec,Seventh decile,67900,NA
1993,Quebec,Eighth decile,83400,NA
1993,Quebec,Ninth decile,105100,NA
1993,Quebec,Highest decile,158300,NA
1993,Ontario,Total deciles,76800,196300
1993,Ontario,Lowest decile,12000,NA
1993,Ontario,Second decile,23400,NA
1993,Ontario,Third decile,33200,NA
1993,Ontario,Fourth decile,44000,NA
1993,Ontario,Fifth decile,56100,NA
1993,Ontario,Sixth decile,70200,NA
1993,Ontario,Seventh decile,85900,NA
1993,Ontario,Eighth decile,104400,NA
1993,Ontario,Ninth decile,130500,NA
1993,Ontario,Highest decile,208300,NA
1993,Prairie provinces,Total deciles,65900,162600
1993,Prairie provinces,Lowest decile,9400,NA
1993,Prairie provinces,Second decile,20300,NA
1993,Prairie provinces,Third decile,28800,NA
1993,Prairie provinces,Fourth decile,38100,NA
1993,Prairie provinces,Fifth decile,49000,NA
1993,Prairie provinces,Sixth decile,61400,NA
1993,Prairie provinces,Seventh decile,75800,NA
1993,Prairie provinces,Eighth decile,91900,NA
1993,Prairie provinces,Ninth decile,112300,NA
1993,Prairie provinces,Highest decile,172000,NA
1993,Manitoba,Total deciles,60900,144700
1993,Manitoba,Lowest decile,9800,NA
1993,Manitoba,Second decile,20100,NA
1993,Manitoba,Third decile,27800,NA
1993,Manitoba,Fourth decile,36500,NA
1993,Manitoba,Fifth decile,45200,NA
1993,Manitoba,Sixth decile,56900,NA
1993,Manitoba,Seventh decile,69900,NA
1993,Manitoba,Eighth decile,84800,NA
1993,Manitoba,Ninth decile,102800,NA
1993,Manitoba,Highest decile,154500,NA
1993,Saskatchewan,Total deciles,59600,147200
1993,Saskatchewan,Lowest decile,8700,NA
1993,Saskatchewan,Second decile,18900,NA
1993,Saskatchewan,Third decile,25800,NA
1993,Saskatchewan,Fourth decile,34500,NA
1993,Saskatchewan,Fifth decile,43300,NA
1993,Saskatchewan,Sixth decile,54200,NA
1993,Saskatchewan,Seventh decile,67600,NA
1993,Saskatchewan,Eighth decile,82900,NA
1993,Saskatchewan,Ninth decile,103700,NA
1993,Saskatchewan,Highest decile,155900,NA
1993,Alberta,Total deciles,70400,174000
1993,Alberta,Lowest decile,9500,NA
1993,Alberta,Second decile,21200,NA
1993,Alberta,Third decile,30500,NA
1993,Alberta,Fourth decile,40900,NA
1993,Alberta,Fifth decile,53400,NA
1993,Alberta,Sixth decile,66300,NA
1993,Alberta,Seventh decile,81700,NA
1993,Alberta,Eighth decile,98000,NA
1993,Alberta,Ninth decile,118700,NA
1993,Alberta,Highest decile,183500,NA
1993,British Columbia,Total deciles,68700,173400
1993,British Columbia,Lowest decile,9700,NA
1993,British Columbia,Second decile,20200,NA
1993,British Columbia,Third decile,29100,NA
1993,British Columbia,Fourth decile,38700,NA
1993,British Columbia,Fifth decile,51500,NA
1993,British Columbia,Sixth decile,64400,NA
1993,British Columbia,Seventh decile,78300,NA
1993,British Columbia,Eighth decile,94600,NA
1993,British Columbia,Ninth decile,117500,NA
1993,British Columbia,Highest decile,183100,NA
1994,Canada,Total deciles,69200,177700
1994,Canada,Lowest decile,10500,NA
1994,Canada,Second decile,20900,NA
1994,Canada,Third decile,29100,NA
1994,Canada,Fourth decile,39200,NA
1994,Canada,Fifth decile,50600,NA
1994,Canada,Sixth decile,63400,NA
1994,Canada,Seventh decile,77600,NA
1994,Canada,Eighth decile,94200,NA
1994,Canada,Ninth decile,117900,NA
1994,Canada,Highest decile,188200,NA
1994,Atlantic provinces,Total deciles,59200,139700
1994,Atlantic provinces,Lowest decile,10400,NA
1994,Atlantic provinces,Second decile,19500,NA
1994,Atlantic provinces,Third decile,26500,NA
1994,Atlantic provinces,Fourth decile,35100,NA
1994,Atlantic provinces,Fifth decile,44900,NA
1994,Atlantic provinces,Sixth decile,55400,NA
1994,Atlantic provinces,Seventh decile,67300,NA
1994,Atlantic provinces,Eighth decile,81700,NA
1994,Atlantic provinces,Ninth decile,101100,NA
1994,Atlantic provinces,Highest decile,150100,NA
1994,Newfoundland and Labrador,Total deciles,59200,135400
1994,Newfoundland and Labrador,Lowest decile,11600,NA
1994,Newfoundland and Labrador,Second decile,19800,NA
1994,Newfoundland and Labrador,Third decile,27000,NA
1994,Newfoundland and Labrador,Fourth decile,35000,NA
1994,Newfoundland and Labrador,Fifth decile,44600,NA
1994,Newfoundland and Labrador,Sixth decile,55000,NA
1994,Newfoundland and Labrador,Seventh decile,66700,NA
1994,Newfoundland and Labrador,Eighth decile,82700,NA
1994,Newfoundland and Labrador,Ninth decile,102300,NA
1994,Newfoundland and Labrador,Highest decile,147000,NA
1994,Prince Edward Island,Total deciles,59100,128400
1994,Prince Edward Island,Lowest decile,12700,NA
1994,Prince Edward Island,Second decile,21500,NA
1994,Prince Edward Island,Third decile,29600,NA
1994,Prince Edward Island,Fourth decile,38100,NA
1994,Prince Edward Island,Fifth decile,46700,NA
1994,Prince Edward Island,Sixth decile,55900,NA
1994,Prince Edward Island,Seventh decile,67900,NA
1994,Prince Edward Island,Eighth decile,80500,NA
1994,Prince Edward Island,Ninth decile,97100,NA
1994,Prince Edward Island,Highest decile,141100,NA
1994,Nova Scotia,Total deciles,59400,146100
1994,Nova Scotia,Lowest decile,9600,NA
1994,Nova Scotia,Second decile,19100,NA
1994,Nova Scotia,Third decile,25800,NA
1994,Nova Scotia,Fourth decile,34000,NA
1994,Nova Scotia,Fifth decile,43900,NA
1994,Nova Scotia,Sixth decile,55000,NA
1994,Nova Scotia,Seventh decile,67400,NA
1994,Nova Scotia,Eighth decile,82000,NA
1994,Nova Scotia,Ninth decile,102100,NA
1994,Nova Scotia,Highest decile,155700,NA
1994,New Brunswick,Total deciles,58900,136300
1994,New Brunswick,Lowest decile,10300,NA
1994,New Brunswick,Second decile,19300,NA
1994,New Brunswick,Third decile,26500,NA
1994,New Brunswick,Fourth decile,36000,NA
1994,New Brunswick,Fifth decile,45900,NA
1994,New Brunswick,Sixth decile,56000,NA
1994,New Brunswick,Seventh decile,67400,NA
1994,New Brunswick,Eighth decile,81200,NA
1994,New Brunswick,Ninth decile,99700,NA
1994,New Brunswick,Highest decile,146600,NA
1994,Quebec,Total deciles,62000,156000
1994,Quebec,Lowest decile,10100,NA
1994,Quebec,Second decile,18800,NA
1994,Quebec,Third decile,25800,NA
1994,Quebec,Fourth decile,34900,NA
1994,Quebec,Fifth decile,45200,NA
1994,Quebec,Sixth decile,57200,NA
1994,Quebec,Seventh decile,70100,NA
1994,Quebec,Eighth decile,85000,NA
1994,Quebec,Ninth decile,106300,NA
1994,Quebec,Highest decile,166100,NA
1994,Ontario,Total deciles,77300,201800
1994,Ontario,Lowest decile,11600,NA
1994,Ontario,Second decile,23300,NA
1994,Ontario,Third decile,32800,NA
1994,Ontario,Fourth decile,44100,NA
1994,Ontario,Fifth decile,56300,NA
1994,Ontario,Sixth decile,70500,NA
1994,Ontario,Seventh decile,85700,NA
1994,Ontario,Eighth decile,104000,NA
1994,Ontario,Ninth decile,131000,NA
1994,Ontario,Highest decile,213400,NA
1994,Prairie provinces,Total deciles,66900,166100
1994,Prairie provinces,Lowest decile,9900,NA
1994,Prairie provinces,Second decile,20800,NA
1994,Prairie provinces,Third decile,28900,NA
1994,Prairie provinces,Fourth decile,38700,NA
1994,Prairie provinces,Fifth decile,50300,NA
1994,Prairie provinces,Sixth decile,62600,NA
1994,Prairie provinces,Seventh decile,76500,NA
1994,Prairie provinces,Eighth decile,92000,NA
1994,Prairie provinces,Ninth decile,113900,NA
1994,Prairie provinces,Highest decile,176000,NA
1994,Manitoba,Total deciles,63400,155700
1994,Manitoba,Lowest decile,10100,NA
1994,Manitoba,Second decile,19600,NA
1994,Manitoba,Third decile,26900,NA
1994,Manitoba,Fourth decile,36500,NA
1994,Manitoba,Fifth decile,46800,NA
1994,Manitoba,Sixth decile,58300,NA
1994,Manitoba,Seventh decile,72100,NA
1994,Manitoba,Eighth decile,88200,NA
1994,Manitoba,Ninth decile,109300,NA
1994,Manitoba,Highest decile,165800,NA
1994,Saskatchewan,Total deciles,60100,146800
1994,Saskatchewan,Lowest decile,9600,NA
1994,Saskatchewan,Second decile,19600,NA
1994,Saskatchewan,Third decile,26000,NA
1994,Saskatchewan,Fourth decile,34600,NA
1994,Saskatchewan,Fifth decile,44300,NA
1994,Saskatchewan,Sixth decile,56000,NA
1994,Saskatchewan,Seventh decile,68700,NA
1994,Saskatchewan,Eighth decile,83600,NA
1994,Saskatchewan,Ninth decile,102200,NA
1994,Saskatchewan,Highest decile,156400,NA
1994,Alberta,Total deciles,71000,175500
1994,Alberta,Lowest decile,9900,NA
1994,Alberta,Second decile,22000,NA
1994,Alberta,Third decile,31000,NA
1994,Alberta,Fourth decile,41700,NA
1994,Alberta,Fifth decile,54300,NA
1994,Alberta,Sixth decile,67000,NA
1994,Alberta,Seventh decile,81100,NA
1994,Alberta,Eighth decile,96700,NA
1994,Alberta,Ninth decile,120600,NA
1994,Alberta,Highest decile,185400,NA
1994,British Columbia,Total deciles,69300,173200
1994,British Columbia,Lowest decile,10200,NA
1994,British Columbia,Second decile,20400,NA
1994,British Columbia,Third decile,28600,NA
1994,British Columbia,Fourth decile,39100,NA
1994,British Columbia,Fifth decile,51300,NA
1994,British Columbia,Sixth decile,64500,NA
1994,British Columbia,Seventh decile,79200,NA
1994,British Columbia,Eighth decile,95900,NA
1994,British Columbia,Ninth decile,120300,NA
1994,British Columbia,Highest decile,183400,NA
1995,Canada,Total deciles,69400,180100
1995,Canada,Lowest decile,10500,NA
1995,Canada,Second decile,21000,NA
1995,Canada,Third decile,29900,NA
1995,Canada,Fourth decile,39600,NA
1995,Canada,Fifth decile,50900,NA
1995,Canada,Sixth decile,63100,NA
1995,Canada,Seventh decile,77100,NA
1995,Canada,Eighth decile,94100,NA
1995,Canada,Ninth decile,117800,NA
1995,Canada,Highest decile,190600,NA
1995,Atlantic provinces,Total deciles,58500,136800
1995,Atlantic provinces,Lowest decile,10800,NA
1995,Atlantic provinces,Second decile,19500,NA
1995,Atlantic provinces,Third decile,26500,NA
1995,Atlantic provinces,Fourth decile,34600,NA
1995,Atlantic provinces,Fifth decile,44000,NA
1995,Atlantic provinces,Sixth decile,55000,NA
1995,Atlantic provinces,Seventh decile,66500,NA
1995,Atlantic provinces,Eighth decile,80900,NA
1995,Atlantic provinces,Ninth decile,99900,NA
1995,Atlantic provinces,Highest decile,147600,NA
1995,Newfoundland and Labrador,Total deciles,57800,130900
1995,Newfoundland and Labrador,Lowest decile,10700,NA
1995,Newfoundland and Labrador,Second decile,19800,NA
1995,Newfoundland and Labrador,Third decile,27200,NA
1995,Newfoundland and Labrador,Fourth decile,34800,NA
1995,Newfoundland and Labrador,Fifth decile,44000,NA
1995,Newfoundland and Labrador,Sixth decile,54500,NA
1995,Newfoundland and Labrador,Seventh decile,65100,NA
1995,Newfoundland and Labrador,Eighth decile,80900,NA
1995,Newfoundland and Labrador,Ninth decile,99800,NA
1995,Newfoundland and Labrador,Highest decile,141600,NA
1995,Prince Edward Island,Total deciles,58700,127200
1995,Prince Edward Island,Lowest decile,10600,NA
1995,Prince Edward Island,Second decile,20500,NA
1995,Prince Edward Island,Third decile,28300,NA
1995,Prince Edward Island,Fourth decile,37900,NA
1995,Prince Edward Island,Fifth decile,47200,NA
1995,Prince Edward Island,Sixth decile,57600,NA
1995,Prince Edward Island,Seventh decile,68500,NA
1995,Prince Edward Island,Eighth decile,80400,NA
1995,Prince Edward Island,Ninth decile,97600,NA
1995,Prince Edward Island,Highest decile,137800,NA
1995,Nova Scotia,Total deciles,58300,139300
1995,Nova Scotia,Lowest decile,10700,NA
1995,Nova Scotia,Second decile,19000,NA
1995,Nova Scotia,Third decile,25700,NA
1995,Nova Scotia,Fourth decile,33700,NA
1995,Nova Scotia,Fifth decile,42800,NA
1995,Nova Scotia,Sixth decile,54500,NA
1995,Nova Scotia,Seventh decile,66800,NA
1995,Nova Scotia,Eighth decile,80400,NA
1995,Nova Scotia,Ninth decile,99700,NA
1995,Nova Scotia,Highest decile,150000,NA
1995,New Brunswick,Total deciles,59200,138900
1995,New Brunswick,Lowest decile,11200,NA
1995,New Brunswick,Second decile,19800,NA
1995,New Brunswick,Third decile,26900,NA
1995,New Brunswick,Fourth decile,35300,NA
1995,New Brunswick,Fifth decile,44800,NA
1995,New Brunswick,Sixth decile,55600,NA
1995,New Brunswick,Seventh decile,66600,NA
1995,New Brunswick,Eighth decile,81600,NA
1995,New Brunswick,Ninth decile,100600,NA
1995,New Brunswick,Highest decile,150100,NA
